AuthorID,Author,Date,Content,Attachments,Reactions
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:48 PM","Acho que me perdi... Sei lá, uma sensação estranha, to meio... Vazia 
É como se uma parte de mim simplesmente sumisse, não acho mais graça das coisas, não consigo fazer mais nada nem o que eu mais amo. Nada ta chamando minha atenção 
Acho que to quebrada por dentro","",""
"752191242229776435","micael_yeager","6/15/2022 6:50 PM","Oi","",""
"752191242229776435","micael_yeager","6/15/2022 6:50 PM","Quer conversar sobre ?","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:51 PM","Não sei","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:51 PM","Se quiser vem pv","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:51 PM","Ou não","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:51 PM","Buguei","",""
"752191242229776435","micael_yeager","6/15/2022 6:52 PM","Que tal aqui mesmo ?","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:52 PM","Ta","",""
"752191242229776435","micael_yeager","6/15/2022 6:53 PM","Vamos pelo começo , só pra mim te entende pode ser ?","",""
"752191242229776435","micael_yeager","6/15/2022 6:54 PM","Me fala como é seu dia oque fazes","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 6:55 PM","Eu cuido do meu primo e limpo a casa de tarde","",""
"752191242229776435","micael_yeager","6/15/2022 6:57 PM","Resumido ,_,","",""
"752191242229776435","micael_yeager","6/15/2022 6:57 PM","Vc tem quantos anos ?","",""
"752191242229776435","micael_yeager","6/15/2022 6:57 PM","Ata já vi aqui ksk","",""
"752191242229776435","micael_yeager","6/15/2022 6:57 PM","E oque anda te deixo com essa sensação , oque anda te deixando triste","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:00 PM","Minha família me excluiu basicamente","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:00 PM","Me sinto inútil pra eles","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:00 PM","Sei lá","",""
"752191242229776435","micael_yeager","6/15/2022 7:02 PM","Mas algum problema ?","",""
"752191242229776435","micael_yeager","6/15/2022 7:20 PM","@Capitão Blaze  volta aqui ,_,","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:21 PM","Perae","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:21 PM","To cuidando daqueles urubu lá","",""
"752191242229776435","micael_yeager","6/15/2022 7:22 PM","Usa o poder do adm ,_,","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:23 PM","E alguém respeita?","",""
"937089730615578624","Ƈαριƚãσ Ⴆʅαȥҽ#9594","6/15/2022 7:23 PM","Já to me irritando","",""
"801186251117953035","skwfor","6/19/2022 5:02 PM","Como lidar com a saudade do que eu nunca tive? (Pessoas)","",""
"486934086691192832","todogloriosograndioso","6/19/2022 5:18 PM","Tbm tenho","",""
"486934086691192832","todogloriosograndioso","6/19/2022 5:18 PM","Mds","",""
"486934086691192832","todogloriosograndioso","6/19/2022 5:19 PM","Fico vendo uma coiso do passado de outras pessoas e fico com saudades","",""
"752191242229776435","micael_yeager","6/19/2022 6:44 PM","Não da pra ter saudade de algo que vc nunca teve , mas pode ter inveja de algo que alguém tem e vc nunca teve","",""
"801186251117953035","skwfor","6/19/2022 7:17 PM","É meio que ficar pensando no passado e se dizer a si mesmo: ""Por que não fiz daquele jeito"" e logo a seguir, começa os pensamentos a mil na cabeça e a ansiedade que está começando, sensação ruim.","",""
"254312604418179085","uaiii","6/19/2022 7:24 PM","Respeita sim!","",""
"752191242229776435","micael_yeager","6/19/2022 8:11 PM","O tempo não vai voltar","",""
"752191242229776435","micael_yeager","6/19/2022 8:11 PM","Se cometeu algum erro , aprenda com ele....ficar se lamentanto só vai te machuca....","",""
"752191242229776435","micael_yeager","6/19/2022 8:12 PM","Pera patrão ;_;","",""
"801186251117953035","skwfor","6/19/2022 8:32 PM","Está certo. O melhor a se fazer agora é esquecer o que já passou e viver o agora, ainda não sei por que ensisto em certas coisas.","",""
"752191242229776435","micael_yeager","6/19/2022 9:01 PM","Esquecer não , aceitar","",""
"752191242229776435","micael_yeager","6/19/2022 9:02 PM","Fica sofrendo não vai mudar , incendeie seu coração e siga em frente....sorria e siga a vida aprenda com erros e comemore os acertos","",""
"801186251117953035","skwfor","6/19/2022 10:28 PM","É...não sei como reagir a essa situação, mas sigamos em frente, afinal quando alguma porta se fecha, outra se abre, eu espero.","",""
"752191242229776435","micael_yeager","6/19/2022 10:57 PM","Sim , tudo tem seu tempo","",""
"752191242229776435","micael_yeager","6/19/2022 10:57 PM","Tenta não pensar nas coisas ruins tenta não se importa","",""
