AuthorID,Author,Date,Content,Attachments,Reactions
"354012338938183685","jury_rigg","6/28/2022 8:08 AM","As mensagens sumiram?","",""
"456226577798135808","Deleted User","6/28/2022 8:10 AM","Adm apagou","",""
"354012338938183685","jury_rigg","6/28/2022 8:12 AM","Xiiiiii
O que rolou?","",""
"456226577798135808","Deleted User","6/28/2022 8:14 AM","Eu não sei, por algum motivo ele decidiu apagar tudo, mas o motivo eu não faço idéia","",""
"456226577798135808","Deleted User","6/28/2022 8:26 AM","Estou pra baixo, acho que vai ser difícil mudar isso","",""
"456226577798135808","Deleted User","6/28/2022 8:27 AM","Não quero conversar com meu psicológico na semana que vem","",""
"456226577798135808","Deleted User","6/28/2022 8:27 AM","Minha garganta está fechando","",""
"456226577798135808","Deleted User","6/28/2022 8:27 AM","Sim... não estou bem","",""
"456226577798135808","Deleted User","6/28/2022 8:27 AM","Não quero pensar...queria dormir hoje o dia todo","",""
"456226577798135808","Deleted User","6/28/2022 8:28 AM","Sim ...quero fugir desses sentimentos que estou sentindo","",""
"456226577798135808","Deleted User","6/28/2022 8:28 AM","Essa palavra não para de repetir","",""
"456226577798135808","Deleted User","6/28/2022 8:28 AM","Sinto que estou piorando","",""
"456226577798135808","Deleted User","6/28/2022 8:28 AM","Sinto que qualquer hora eu vou crise","",""
"456226577798135808","Deleted User","6/28/2022 8:29 AM","E qualquer minuto ou segundo posso chorar e não consegui parar","",""
"456226577798135808","Deleted User","6/28/2022 8:29 AM","Estou recorrendo aqui porque é pior recorrer para meu amigos","",""
"456226577798135808","Deleted User","6/28/2022 8:30 AM","Eu não sei o que fazer","",""
