AuthorID,Author,Date,Content,Attachments,Reactions
"801186251117953035","skwfor","4/14/2023 9:50 PM","**📌  Este canal será usando para assuntos mais urgentes que devem ter um a ""prioridade"". Usando o cargo @Desabaf. Urgente  você pode mencionar alguém que tenha este cargo em casos mais urgentes para lhe escutar.**","",""
"752191242229776435","micael_yeager","4/14/2023 9:54 PM","Será permitido apenas casos urgentes neste canal, desabafos comuns devem ser feitos nos demais chats de desabafo.","","emoji_28 (1)"
"502897771205099520","kyo0636","4/17/2023 8:23 PM","Alô.","",""
"502897771205099520","kyo0636","4/17/2023 8:23 PM","Er","",""
"502897771205099520","kyo0636","4/17/2023 8:23 PM","Tem alguem","",""
"502897771205099520","kyo0636","4/17/2023 8:24 PM","Alguém?","",""
"502897771205099520","kyo0636","4/17/2023 8:25 PM","Pfvr alguém..","",""
"392021022095835136","matheus_x","4/17/2023 8:29 PM","Olá","",""
"502897771205099520","kyo0636","4/17/2023 8:30 PM","Eu entrei vários dc assim","",""
"502897771205099520","kyo0636","4/17/2023 8:30 PM","N tô bem real","",""
"502897771205099520","kyo0636","4/17/2023 8:30 PM","Meu amigo mandou eu conversar com alguém sla","",""
"502897771205099520","kyo0636","4/17/2023 8:30 PM","N tenho dinheiro pra psicólogo","",""
"502897771205099520","kyo0636","4/17/2023 8:30 PM","Tô com a cabeça doendo pakas","",""
"502897771205099520","kyo0636","4/17/2023 8:31 PM","Não comi nada desde de manhã só tomei água msm, e nem tomei banho","",""
"502897771205099520","kyo0636","4/17/2023 8:32 PM","Tô o dia deitada chorando","",""
"392021022095835136","matheus_x","4/17/2023 8:32 PM","Qual seu problema? Pode desabafar aqui","",""
"502897771205099520","kyo0636","4/17/2023 8:32 PM","Tô cheia de problemas","",""
"502897771205099520","kyo0636","4/17/2023 8:32 PM","Desde que eu tinha uns 13 anos","",""
"502897771205099520","kyo0636","4/17/2023 8:33 PM","Minha cabeça dói muito, e basicamente tô querendo me machucar","",""
"502897771205099520","kyo0636","4/17/2023 8:34 PM","Pra parar tudo isso","",""
"502897771205099520","kyo0636","4/17/2023 8:35 PM","Começou a vim essa tristeza quando meu pai ainda morava aqui com minha mãe, todo dia era discussão","",""
"502897771205099520","kyo0636","4/17/2023 8:35 PM","E eu n sabia de nada","",""
"502897771205099520","kyo0636","4/17/2023 8:35 PM","Só ouvia eles gritando um pro outro","",""
"502897771205099520","kyo0636","4/17/2023 8:35 PM","Ameaças","",""
"502897771205099520","kyo0636","4/17/2023 8:36 PM","Dps aconteceu umas brigas do meu tio tenta matar o meu pai","",""
"502897771205099520","kyo0636","4/17/2023 8:36 PM","Aí dps foi a minha irmã que quase esfaqueou a minha mãe","",""
"502897771205099520","kyo0636","4/17/2023 8:36 PM","Eu tinha medo ficava tremendo","",""
"502897771205099520","kyo0636","4/17/2023 8:36 PM","Toda vez que eles levantavam a voz pra mim","",""
"502897771205099520","kyo0636","4/17/2023 8:37 PM","Odeio lembrar dessas coisas começo chorar","",""
"502897771205099520","kyo0636","4/17/2023 8:38 PM","Ai dps meu pai traiu a minha mãe e acontecia todo dia","",""
"502897771205099520","kyo0636","4/17/2023 8:38 PM","Depois disso ele começou morar no 1° andar, e tentou bater na minha mãe pq ela que começava a discussão, por algum motivo ela sempre faz isso pra brigar com alguém","",""
"502897771205099520","kyo0636","4/17/2023 8:39 PM","E a mina irmã tentou 2 vezes matar a minha mãe","",""
"502897771205099520","kyo0636","4/17/2023 8:39 PM","Até quebrar o pulso no vidro da janela","",""
