AuthorID,Author,Date,Content,Attachments,Reactions
"235148962103951360","Carl-bot#1536","1/31/2022 6:56 PM","","",""
"235148962103951360","Carl-bot#1536","2/2/2022 9:22 PM","","",""
"523274272903528451","joaovitorferreira","2/5/2022 5:43 PM","Bom dia meus queridos, comecei a seguir uma nova filosofia de vida chamada de ""destino"", muitas vezes quando eu ainda não pensava desse jeito fazia tudo planejado e acaba tudo dando errado, também percebi o motivo de eu ter ficado tão triste com o meu término, não era só a saudade dela mas sim que só ela estava dando certo na minha vida! Mas se você me perguntasse hoje se eu voltaria se ela pedisse, não voltaria pois agora me sinto livre e parece que as coisas andam dando certo mesmo não sendo do jeito que eu quero, esse servidor me ajudou muito, conheci altas pessoas aqui que converso todos os dias ou as vezes, pessoas incríveis eu diria! E sempre tento dar aquilo que me deram que é a ""liberdade do desabafo""! Infelizmente todos aqui temos problemas, uns maiores e outros menores mas ainda são problemas, mas estou melhorando e muito na verdade, e agora só quero aproveitar o máximo que eu puder da minha vida e viver até meus 135 anos de idade akkaakkakak! Esse desabafo é um desabafo de alivio, infelizmente ainda acordo com ansiedade mas passa quando me distraio ou estou com as pessoas que eu gosto, o meu medo sempre foi duvidar de mim mesmo, e agora meu medo é não aproveita o tempo que eu tenho aqui, podem saber que se vocês precisarem mesmo não me conhecendo, pv tá sempre livre tanto para mensagem quanto para call! E lembre-se ""a dor sempre vai existir, mas como nós lidamos com ela é outra história"" então viva e aproveite tudo o que o mundo tem a oferecer, ligue o fds e viva! Se a vida não tivesse obstáculos, seria um caminho sem graça!","",""
"692550812420800553","panasoin","2/5/2022 7:29 PM","opa, td bem? eu basicamente perdi todos meus amigos, com quem eu mais falava, meus 2 unicos amigos, se foram kkkkk
e eles semprem falavam diariamente comigo, jogava diariamente, ria diariamente, conversavam diariamente, mas as outras pessoas, não. e sempre quem eu conhecia, nunca ficava dias falando comigo, e sim quase nunca, eu sinto falta de ter alguem fiel, que pelo menos jogue um pouco, eu sei, é coisa idiota, mas é algo q me machucou muito, foi quando todos eles sairam por algo tolo, e a promessa que eles me falaram, foi no lixo.","",""
"692550812420800553","panasoin","2/5/2022 7:30 PM","sempre fui muito extrovertido, mas agora estou mais introvertido doq nunca","",""
"692550812420800553","panasoin","2/5/2022 7:36 PM","sei q ngm liga, mas só postei aki por postar","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:45 PM","Sinto a mesma coisa","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:45 PM","Na última escola eu só tinha dias amigas","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:46 PM","Elas foram as pessoas mais legais do mundo para mim, até hoje, mesmo longe tenho um carinho enorme por elas.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:46 PM","Eu sei que lá , agora, eu poderia ter feito muitas amizades","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:46 PM","Mas ignorei. Naquela época eu achava que nunca teria algum amigo, eu pensei que a vida seria algo excruciante até o seu fim fatal","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:47 PM","Mas elas mudaram isso.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:47 PM","Agora nessa nova escola me sinto amis solitário do que nunca.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:48 PM","Não sei como me enturmar, além do mais o grupo com o que eu tava andando simplesmente começaram a me ignorar, eu achei que eles não me queriam mais, então apenas me afastei. Não guardo nenhum rancor deles, talvez eu seja só muito estranho e desinteressante, mas isso me doeu muito.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:48 PM","Enfim. Acho que essas coisas fazem parte da vida.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:49 PM","Eu fiz amizades com algumas poucas pessoas fora da escola. Embora talvez eu não deva chamar exatamente de amizade.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:49 PM","Meus únicos amigos além deles estão no discord.","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:50 PM","Enfim. Se eu puder dizer algo é pra não desistir. Todos temos nossos invernos  gelidos, solitários e estéreis nas estações da nossa vida. Mas eles passam e com eles vem uma primavera, e então você verá os milagres da primavera.","",""
"912670751876874291","noah_ansie","2/5/2022 7:51 PM","tenho que resaltar que me apego facil as pessoas, e acabo sofrendo um pouco com isso","",""
"912670751876874291","noah_ansie","2/5/2022 7:51 PM","assim","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:52 PM","Também. As vezes eu só queria ter alguém que pudesse me dar um abraço, que eu pudesse ter nela conforto, que ela fosse uma espécie de refúgio para mim.","",""
"912670751876874291","noah_ansie","2/5/2022 7:52 PM","tem um estudo psicologico que diz que duas amizades é o mais saudavel","",""
"912670751876874291","noah_ansie","2/5/2022 7:52 PM","e controlavel","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:52 PM","Depende o que você fala por amizades né.","",""
"692550812420800553","panasoin","2/5/2022 7:52 PM","ah","",""
"692550812420800553","panasoin","2/5/2022 7:52 PM","e o foda","",""
"912670751876874291","noah_ansie","2/5/2022 7:53 PM","pessoas que você gosta","",""
"692550812420800553","panasoin","2/5/2022 7:53 PM","eu tenho dependencia emocional","",""
"692550812420800553","panasoin","2/5/2022 7:53 PM","ou seja","",""
"692550812420800553","panasoin","2/5/2022 7:53 PM","as pessoas me usavam","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:53 PM","Que merda","",""
"692550812420800553","panasoin","2/5/2022 7:53 PM","pcrl","",""
"692550812420800553","panasoin","2/5/2022 7:53 PM","só queria alguem pra jogar tlgd","",""
"692550812420800553","panasoin","2/5/2022 7:53 PM","ou conversar mano","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:53 PM","Filhos da mãe","",""
"912670751876874291","noah_ansie","2/5/2022 7:54 PM","se você tem afeto por uma pessoa e a conhece um pouco é um amigo","",""
"912670751876874291","noah_ansie","2/5/2022 7:54 PM","em termos gerais","",""
"692550812420800553","panasoin","2/5/2022 7:54 PM","jogar nem q seja 1 dia sim 1 dia não","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:54 PM","Você pode fazer amizades no discord","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:54 PM","É melhor do que nada, vamos falar a verdade","",""
"692550812420800553","panasoin","2/5/2022 7:54 PM","mas n acho ngm q se importe com isso","",""
"692550812420800553","panasoin","2/5/2022 7:54 PM","e o foda","",""
"692550812420800553","panasoin","2/5/2022 7:55 PM","ngm joga quase nada","",""
"692550812420800553","panasoin","2/5/2022 7:55 PM","ngm covnersa quase nada","",""
"692550812420800553","panasoin","2/5/2022 7:55 PM","é dificil","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:55 PM","Pode achar algum canal para jogadores","",""
"912670751876874291","noah_ansie","2/5/2022 7:55 PM","assim falando como uma pessoa que estuda um pouco de psicologia","",""
"912670751876874291","noah_ansie","2/5/2022 7:55 PM","esse discord é bom pra fazer amizades","",""
"912670751876874291","noah_ansie","2/5/2022 7:55 PM","tenho que sair depois continuo isso","",""
"692550812420800553","panasoin","2/5/2022 7:56 PM","será q tem alguem","",""
"692550812420800553","panasoin","2/5/2022 7:56 PM","q realmente queira","",""
"692550812420800553","panasoin","2/5/2022 7:56 PM","jogar comigo diariamente? e construir uma amizade realmente fiel?","",""
"692550812420800553","panasoin","2/5/2022 7:56 PM","acho impossivel encontrar","",""
"456226577798135808","Deleted User","2/5/2022 7:57 PM","Ver as cicatrizes no meu braço me deixa mal","",""
"456226577798135808","Deleted User","2/5/2022 7:57 PM","Sei que ja passou, mas mesmo assim","",""
"566780705745666048","Emeritus#3116","2/5/2022 7:59 PM","É melhor tentar né","",""
"692550812420800553","panasoin","2/5/2022 7:59 PM","tu qr algo assim?","",""
"566780705745666048","Emeritus#3116","2/5/2022 8:00 PM","Aqui no discord já achaie alguns bons amigos","",""
"566780705745666048","Emeritus#3116","2/5/2022 8:00 PM","Especialmente uma que eu tenho um carinho enorme","",""
"566780705745666048","Emeritus#3116","2/5/2022 8:00 PM","Tô tentando construir a amizade. Investir nela digamos assim, não quero que ela acabe facilmente.","",""
"456226577798135808","Deleted User","2/5/2022 8:14 PM","Queria ter mais amigos","",""
"456226577798135808","Deleted User","2/5/2022 8:14 PM","So tenho alguns no discor","",""
"523274272903528451","joaovitorferreira","2/5/2022 8:55 PM","Ai mano, a vontade de sumir do mundo, de ir dar um passeio em outro mundo é gigante! Esse vazio no peito tá me matando de pouco em pouco e nada o preenche, realmente não sei, não sei oq fazer, não sei se isso vai passar, não sei se o mundo vai melhorar, mas não estou aguentando mais!","",""
"692550812420800553","panasoin","2/5/2022 9:03 PM","eae","",""
"692550812420800553","panasoin","2/5/2022 9:03 PM","tem qtns anos? se quiser da para a gente se falar","",""
"912670751876874291","noah_ansie","2/5/2022 10:03 PM","voltei","",""
"912670751876874291","noah_ansie","2/5/2022 10:03 PM","deixa eu concluir aqui","",""
"456226577798135808","Deleted User","2/5/2022 10:04 PM","Você já aguentou tanto, não deixei um dia ruim acabar com os seus objetivos, tudo passa 
Mais cedo ou mais tarde, de um jeito ou de outro","",""
"912670751876874291","noah_ansie","2/5/2022 10:04 PM","Esse servidor é bom por causa desses desabafos","",""
"912670751876874291","noah_ansie","2/5/2022 10:05 PM","conhecer uma pessoa pelo pior lado dela","","👍 (1)"
"912670751876874291","noah_ansie","2/5/2022 10:05 PM","faz você realmente conhecer a pessoa","","👍 (1)"
"523274272903528451","joaovitorferreira","2/6/2022 1:20 AM","Não são dias ruins, é a acordar triste, ter momentos tristes todos os dias, e ir dormir triste","",""
"523274272903528451","joaovitorferreira","2/6/2022 1:21 AM","e ter um alarme psicológico que te acorda sempre no mesmo horário todas as manhãs","",""
"456226577798135808","Deleted User","2/6/2022 1:33 AM","As pessoas acham as mulheres cis bonitas e as mulheres trans não, como se fosse uma aberração mas quando eu iniciar minha transição, eles vão ver, vou ser bonita e uma EGirl/Gótica que sempre quis ser.
As vezes me sinto feia e horrível por conta da minha aparência e meu corpo, e porque comentários do tipo, ah nossa te chamei de feia sem querer, a nossa e esses pelos na cara, vai tirar não? Você tá feia, tá horrível, ah eu não namoro com você porque você tem p4u e tem traços masculinos e sua voz é grossa, tem pelo na cara e seu corpo é """"""masculino"""""" (coisa que não faz nenhum sentido) mas quando a gente (mulher trans) se transiciona, as pessoas ficam tipo nossa! Que bela moça, olha só em, linda... Que hipocrisia em.","",""
"456226577798135808","Deleted User","2/6/2022 8:18 AM","Poucos","",""
"523274272903528451","joaovitorferreira","2/6/2022 8:20 AM","é o lixo do mundo","",""
"456226577798135808","Deleted User","2/6/2022 8:25 AM","Pode ser","",""
