AuthorID,Author,Date,Content,Attachments,Reactions
"235148962103951360","Carl-bot#1536","3/28/2022 8:23 PM","","",""
"963560804777619466","blue spots girl#9777","4/13/2022 5:54 AM","É... Oioi?","",""
"782016102950633532","tigguis","4/13/2022 5:59 AM","Olá, tudo bem? Pode desabafar, não tenha medo.","",""
"963560804777619466","blue spots girl#9777","4/13/2022 1:53 PM","É que eu não sei explicar direito o que está acontecendo comigo","",""
"782016102950633532","tigguis","4/13/2022 2:09 PM","Apenas fale. Não precisa de desabafar de maneira organizada. Diga apenas o que sente.","",""
"963560804777619466","blue spots girl#9777","4/13/2022 2:58 PM","Eu me sinto um caos, tipo eu me importo com as pessoas mais tem vezes que não ligo pra elas tipo real não me importo e dai elas ficam falando que sou uma pessoa ruim","",""
"782016102950633532","tigguis","4/13/2022 3:09 PM","Eu entendo perfeitamente o que você está sentindo, até porque, às vezes, eu também sou assim. Umas vezes, eu me preocupo demasiado com as pessoas ao meu redor, mas outras vezes, só prefiro focar em mim mesmo. Sinceramente, não liga muito para os comentários que dirigem a você sobre você ser assim ou daquele jeito ou de outro. Se você não é rude com as pessoas e tenta sempre ajuda-las mesmo elas pedindo ajuda ou não, está tudo bem.","",""
"782016102950633532","tigguis","4/13/2022 3:10 PM","Se você quiser, você pode desabafar com outras pessoas aqui. Só precisa dar os dois checks no registro.","",""
"782016102950633532","tigguis","4/13/2022 3:11 PM","Se você nunca as ofendeu ou as tratou mal de alguma maneira, você, com certeza, não é uma pessoa ruim.","",""
"635845775389360134","kaio_machado","4/14/2022 3:07 PM","Me sinto triste, bravo e preso:(","",""
"635845775389360134","kaio_machado","4/14/2022 3:07 PM","As pessoas me julgam só pelo fato de eu tomar banhos longos","",""
"635845775389360134","kaio_machado","4/14/2022 3:08 PM","E ficar lá por 1 hora","",""
"635845775389360134","kaio_machado","4/14/2022 3:08 PM","Eles não vêem o banho como eu vejo","",""
"635845775389360134","kaio_machado","4/14/2022 3:09 PM","E sempre que eu saio eles me chingam, mas eu não posso fazer nada, o banho é o único jeito de eu me controlar","",""
"635845775389360134","kaio_machado","4/14/2022 3:09 PM","E me livrar de todo o peso","",""
"635845775389360134","kaio_machado","4/14/2022 3:09 PM","Eles me chamam de louco só por causa do meu estresse","",""
"635845775389360134","kaio_machado","4/14/2022 3:10 PM","Mas eu queria que eles sentissem o que eu sinto","",""
"635845775389360134","kaio_machado","4/14/2022 3:10 PM","Eu queria ver eles sofrerem e pegar fogo até não sobrar nem os ossos","",""
"635845775389360134","kaio_machado","4/14/2022 3:10 PM","Só pó preto","",""
"782016102950633532","tigguis","4/14/2022 3:15 PM","Olá @Kaio. Primeiramente, eu sou igualzinho a você. Tomo sempre banhos muito longos, pois eu adoro ficar ouvindo música enquanto tomo banho. Ligo a coluna, ligo o chuveiro e começo a fazer todo tipo de coisa que um dançarino ou um cantor fariam.","",""
"782016102950633532","tigguis","4/14/2022 3:15 PM","Nisso, não vejo problema nenhum.","",""
"782016102950633532","tigguis","4/14/2022 3:16 PM","Se as pessoas reclamam com você por isso, meu deus, que gente doida e, por favor, não dê muita importância a opiniões que possam, de alguma maneira, prejudicar você.","",""
"782016102950633532","tigguis","4/14/2022 3:18 PM","Não liga para os que outros pensam sobre você. A sua vida é sua, não é deles. Se as pessoas que reclamam com você, se sentem com mal com um problema que nada tem a haver com elas, o real problema é com elas.","",""
"635845775389360134","kaio_machado","4/14/2022 5:39 PM","Eu não ligo mesmo não:^ deixo eles baterem aí se abrirem fecho a porta muito forte","",""
"635845775389360134","kaio_machado","4/14/2022 5:39 PM","Vdd","",""
"635845775389360134","kaio_machado","4/14/2022 5:40 PM","Eu nem escuto música, só ligo o chuveiro e fico pensando comigo mesmo sobre tudo e me livrando de todos os pensamentos ruins","",""
"635845775389360134","kaio_machado","4/14/2022 5:40 PM","Aí dps que eu saio eu me sinto uma pessoa nova;+;","",""
"782016102950633532","tigguis","4/14/2022 5:40 PM","Se junta à comunidade. Seria um prazer receber você.","",""
"964458127116345374","jinxed#1290","4/15/2022 7:30 AM","É muito difícil quando a pessoa que você mais confiava te abandona. A única coisa que me vem na mente agora é essa pessoa dizendo que iria ficar para sempre comigo :(","",""
"964458127116345374","jinxed#1290","4/15/2022 7:31 AM","Fui diagnosticado com depressão, tava tomando 4 remédios mas nenhum tá adiantando.","",""
"964458127116345374","jinxed#1290","4/15/2022 7:32 AM","Entrei nesse grupo porque tive uma crise de ansiedade e comecei a me cortar. Mas aí tentei achar algum grupo pelo Google.","",""
